"","survey","station","lat","long","species","date","hour"
"1314","RDSA2014","RDSA31",-2.46825,-64.60694,"ocelot","11/02/14","4:15"
"1381","RDSA2014","RDSA32",-2.51885,-64.58644,"ocelot","1/03/14","0:28"
"1382","RDSA2014","RDSA32",-2.51885,-64.58644,"ocelot","1/03/14","5:13"
"1391","RDSA2014","RDSA32",-2.51885,-64.58644,"ocelot","18/03/14","1:56"
"1409","RDSA2014","RDSA33",-2.45004,-64.69112,"ocelot","25/01/14","19:39"
"1471","RDSA2014","RDSA35",-2.48155,-64.55707,"ocelot","19/02/14","4:38"
"1532","RDSA2014","RDSA36",-2.46154,-64.59065,"ocelot","23/02/14","6:10"
"1573","RDSA2014","RDSA37",-2.44563,-64.59384,"ocelot","12/02/14","1:02"
"1665","RDSA2014","RDSA39",-2.4871,-64.56777,"ocelot","24/02/14","5:32"
"1678","RDSA2014","RDSA40",-2.4825,-64.57002,"ocelot","8/02/14","12:16"
"1708","RDSA2014","RDSA41",-2.4203,-64.58886,"ocelot","13/02/14","4:16"
"1713","RDSA2014","RDSA41",-2.4203,-64.58886,"ocelot","8/03/14","19:03"
"1734","RDSA2014","RDSA42",-2.43391,-64.58167,"ocelot","19/02/14","5:51"
"1811","RDSA2014","RDSA45",-2.46391,-64.55849,"ocelot","26/02/14","3:37"
"1846","RDSA2014","RDSA46",-2.44738,-64.56175,"ocelot","12/02/14","18:04"
"1857","RDSA2014","RDSA46",-2.44738,-64.56175,"ocelot","7/03/14","6:02"
"1971","RDSA2014","RDSAex1",-2.46682,-64.63371,"ocelot","15/01/14","5:17"
"2002","RDSA2014","RDSAex10",-2.47602,-64.59741,"ocelot","16/02/14","23:47"
"2068","RDSA2014","RDSAex11",-2.52329,-64.59693,"ocelot","15/02/14","5:40"
"2123","RDSA2014","RDSAex11",-2.52329,-64.59693,"ocelot","8/04/14","5:24"
"2285","RDSA2014","RDSAex14",-2.45762,-64.5695,"ocelot","12/03/14","15:01"
"2398","RDSA2014","RDSAex9",-2.45737,-64.59876,"ocelot","10/03/14","5:24"
"210","RDSA2014","RDSA6",-2.47828,-64.67484,"tayra","26/12/13","11:54"
"547","RDSA2014","RDSA13",-2.46056,-64.68134,"tayra","14/01/14","14:24"
"631","RDSA2014","RDSA15",-2.50099,-64.64214,"tayra","10/01/14","13:12"
"1031","RDSA2014","RDSA24",-2.53512,-64.6375,"tayra","3/01/14","14:39"
"1297","RDSA2014","RDSA31",-2.46825,-64.60694,"tayra","4/02/14","9:48"
"1300","RDSA2014","RDSA31",-2.46825,-64.60694,"tayra","6/02/14","8:10"
"1455","RDSA2014","RDSA35",-2.48155,-64.55707,"tayra","13/02/14","14:43"
"1581","RDSA2014","RDSA37",-2.44563,-64.59384,"tayra","17/03/14","9:05"
"1609","RDSA2014","RDSA38",-2.5155,-64.56691,"tayra","19/02/14","12:30"
"1684","RDSA2014","RDSA40",-2.4825,-64.57002,"tayra","12/02/14","15:10"
"1690","RDSA2014","RDSA40",-2.4825,-64.57002,"tayra","24/02/14","12:24"
"1748","RDSA2014","RDSA42",-2.43391,-64.58167,"tayra","5/03/14","10:03"
"1976","RDSA2014","RDSAex1",-2.46682,-64.63371,"tayra","18/01/14","15:22"
"2382","RDSA2014","RDSAex8",-2.5061,-64.57435,"tayra","11/03/14","14:30"
"1","RDSA2014","RDSA1",-2.43865,-64.66026,"acouchi","16/12/13","17:57"
"29","RDSA2014","RDSA1",-2.43865,-64.66026,"acouchi","3/02/14","17:59"
"122","RDSA2014","RDSA3",-2.47573,-64.6355,"acouchi","30/01/14","6:27"
"151","RDSA2014","RDSA4",-2.52199,-64.64866,"acouchi","5/02/14","18:23"
"252","RDSA2014","RDSA7",-2.46056,-64.68134,"acouchi","20/12/13","6:32"
"279","RDSA2014","RDSA8",-2.48598,-64.64894,"acouchi","19/12/13","5:59"
"307","RDSA2014","RDSA8",-2.48598,-64.64894,"acouchi","20/01/14","18:26"
"321","RDSA2014","RDSA9",-2.49141,-64.6289,"acouchi","17/12/13","18:20"
"326","RDSA2014","RDSA9",-2.49141,-64.6289,"acouchi","22/12/13","6:12"
"333","RDSA2014","RDSA9",-2.49141,-64.6289,"acouchi","30/12/13","18:09"
"335","RDSA2014","RDSA9",-2.49141,-64.6289,"acouchi","2/01/14","18:22"
"354","RDSA2014","RDSA9",-2.49141,-64.6289,"acouchi","24/01/14","9:02"
"362","RDSA2014","RDSA10",-2.52592,-64.6218,"acouchi","19/12/13","18:24"
"374","RDSA2014","RDSA10",-2.52592,-64.6218,"acouchi","21/12/13","18:27"
"496","RDSA2014","RDSA12",-2.49039,-64.61526,"acouchi","25/12/13","6:45"
"503","RDSA2014","RDSA12",-2.49039,-64.61526,"acouchi","4/01/14","3:39"
"520","RDSA2014","RDSA13",-2.46056,-64.68134,"acouchi","30/12/13","18:09"
"527","RDSA2014","RDSA13",-2.46056,-64.68134,"acouchi","4/01/14","6:25"
"565","RDSA2014","RDSA14",-2.44516,-64.63439,"acouchi","16/12/13","7:00"
"706","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","19/12/13","9:54"
"715","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","24/12/13","6:12"
"720","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","27/12/13","7:09"
"722","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","27/12/13","17:12"
"723","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","29/12/13","15:28"
"725","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","30/12/13","6:46"
"728","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","1/01/14","17:05"
"743","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","12/01/14","7:57"
"746","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","13/01/14","17:37"
"749","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","14/01/14","17:28"
"752","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","15/01/14","15:19"
"754","RDSA2014","RDSA17",-2.44942,-64.64846,"acouchi","16/01/14","16:42"
"849","RDSA2014","RDSA20",-2.50333,-64.60247,"acouchi","8/02/14","8:34"
"1009","RDSA2014","RDSA23",-2.47167,-64.65794,"acouchi","19/01/14","18:12"
"1016","RDSA2014","RDSA23",-2.47167,-64.65794,"acouchi","31/01/14","6:18"
"1018","RDSA2014","RDSA23",-2.47167,-64.65794,"acouchi","1/02/14","6:17"
"1024","RDSA2014","RDSA23",-2.47167,-64.65794,"acouchi","4/02/14","6:29"
"1026","RDSA2014","RDSA24",-2.53512,-64.6375,"acouchi","23/12/13","7:59"
"1052","RDSA2014","RDSA25",-2.46281,-64.64505,"acouchi","14/12/13","18:16"
"1073","RDSA2014","RDSA25",-2.46281,-64.64505,"acouchi","7/01/14","10:49"
"1083","RDSA2014","RDSA25",-2.46281,-64.64505,"acouchi","11/01/14","6:30"
"1109","RDSA2014","RDSA26",-2.43277,-64.64622,"acouchi","24/12/13","18:30"
"1155","RDSA2014","RDSA27",-2.48358,-64.58757,"acouchi","2/03/14","6:39"
"1233","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","5/02/14","7:40"
"1243","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","7/02/14","6:36"
"1284","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","15/03/14","7:35"
"1285","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","15/03/14","10:25"
"1286","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","15/03/14","11:25"
"1288","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","16/03/14","7:03"
"1291","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","17/03/14","7:29"
"1292","RDSA2014","RDSA30",-2.45346,-64.61049,"acouchi","17/03/14","8:11"
"1335","RDSA2014","RDSA31",-2.46825,-64.60694,"acouchi","21/02/14","18:45"
"1351","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","4/02/14","18:42"
"1353","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","5/02/14","6:47"
"1361","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","14/02/14","18:27"
"1364","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","15/02/14","18:41"
"1369","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","23/02/14","3:37"
"1370","RDSA2014","RDSA32",-2.51885,-64.58644,"acouchi","23/02/14","4:56"
"1505","RDSA2014","RDSA35",-2.48155,-64.55707,"acouchi","23/03/14","6:45"
"1506","RDSA2014","RDSA36",-2.46154,-64.59065,"acouchi","6/02/14","8:54"
"1644","RDSA2014","RDSA38",-2.5155,-64.56691,"acouchi","13/03/14","6:19"
"1649","RDSA2014","RDSA38",-2.5155,-64.56691,"acouchi","17/03/14","16:11"
"1650","RDSA2014","RDSA38",-2.5155,-64.56691,"acouchi","17/03/14","17:27"
"1652","RDSA2014","RDSA38",-2.5155,-64.56691,"acouchi","20/03/14","6:56"
"1670","RDSA2014","RDSA39",-2.4871,-64.56777,"acouchi","5/03/14","7:05"
"1779","RDSA2014","RDSA44",-2.451,-64.57777,"acouchi","6/02/14","6:50"
"1795","RDSA2014","RDSA45",-2.46391,-64.55849,"acouchi","11/02/14","9:54"
"1844","RDSA2014","RDSA46",-2.44738,-64.56175,"acouchi","10/02/14","7:34"
"1848","RDSA2014","RDSA46",-2.44738,-64.56175,"acouchi","17/02/14","17:25"
"1861","RDSA2014","RDSA46",-2.44738,-64.56175,"acouchi","14/03/14","6:27"
"1868","RDSA2014","RDSA47",-2.46702,-64.57419,"acouchi","12/02/14","6:53"
"1880","RDSA2014","RDSA48",-2.50104,-64.58652,"acouchi","10/02/14","6:46"
"1904","RDSA2014","RDSA49",-2.42595,-64.62764,"acouchi","7/02/14","6:38"
"1920","RDSA2014","RDSA49",-2.42595,-64.62764,"acouchi","1/03/14","5:45"
"1925","RDSA2014","RDSA49",-2.42595,-64.62764,"acouchi","10/03/14","6:26"
"1926","RDSA2014","RDSA49",-2.42595,-64.62764,"acouchi","14/03/14","6:30"
"1974","RDSA2014","RDSAex1",-2.46682,-64.63371,"acouchi","15/01/14","18:00"
"1979","RDSA2014","RDSAex1",-2.46682,-64.63371,"acouchi","23/01/14","6:05"
"1980","RDSA2014","RDSAex1",-2.46682,-64.63371,"acouchi","24/01/14","10:15"
"2001","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","16/02/14","6:50"
"2005","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","20/02/14","3:21"
"2008","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","25/02/14","7:11"
"2018","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","10/03/14","6:54"
"2020","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","10/03/14","15:41"
"2023","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","11/03/14","18:06"
"2027","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","13/03/14","6:14"
"2028","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","15/03/14","6:18"
"2030","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","16/03/14","6:22"
"2032","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","17/03/14","6:10"
"2034","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","19/03/14","18:09"
"2036","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","23/03/14","6:18"
"2039","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","25/03/14","6:52"
"2042","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","27/03/14","6:18"
"2047","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","28/03/14","17:57"
"2051","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","30/03/14","18:34"
"2053","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","2/04/14","6:37"
"2054","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","2/04/14","18:34"
"2060","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","6/04/14","6:15"
"2063","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","9/04/14","6:11"
"2064","RDSA2014","RDSAex10",-2.47602,-64.59741,"acouchi","12/04/14","6:09"
"2067","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","14/02/14","11:02"
"2069","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","15/02/14","7:22"
"2085","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","28/02/14","6:47"
"2095","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","7/03/14","6:53"
"2104","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","13/03/14","6:57"
"2111","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","25/03/14","17:44"
"2112","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","26/03/14","7:18"
"2113","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","26/03/14","8:17"
"2114","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","26/03/14","9:40"
"2115","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","27/03/14","11:32"
"2116","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","28/03/14","7:30"
"2118","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","29/03/14","8:50"
"2122","RDSA2014","RDSAex11",-2.52329,-64.59693,"acouchi","6/04/14","6:14"
"2129","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","11/02/14","6:44"
"2131","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","14/02/14","6:38"
"2134","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","18/02/14","18:25"
"2135","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","20/02/14","18:35"
"2138","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","21/02/14","18:39"
"2141","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","26/02/14","18:14"
"2144","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","28/02/14","17:22"
"2145","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","28/02/14","6:13"
"2146","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","1/03/14","6:29"
"2148","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","1/03/14","12:53"
"2149","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","2/03/14","6:40"
"2153","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","5/03/14","18:17"
"2154","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","6/03/14","6:49"
"2157","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","8/03/14","18:31"
"2166","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","14/03/14","7:15"
"2178","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","25/03/14","14:20"
"2179","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","25/03/14","17:47"
"2181","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","26/03/14","6:15"
"2184","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","27/03/14","17:20"
"2185","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","28/03/14","6:46"
"2187","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","28/03/14","9:31"
"2189","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","29/03/14","7:02"
"2191","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","29/03/14","17:50"
"2192","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","30/03/14","6:41"
"2193","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","30/03/14","8:34"
"2194","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","30/03/14","10:10"
"2198","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","30/03/14","17:49"
"2199","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","31/03/14","6:09"
"2200","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","31/03/14","6:47"
"2204","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","31/03/14","17:39"
"2205","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","1/04/14","6:38"
"2208","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","2/04/14","7:18"
"2211","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","2/04/14","14:54"
"2212","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","2/04/14","18:08"
"2214","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","3/04/14","8:05"
"2217","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","3/04/14","15:57"
"2219","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","3/04/14","17:58"
"2221","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","4/04/14","6:05"
"2222","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","4/04/14","6:44"
"2226","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","4/04/14","17:07"
"2227","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","5/04/14","6:29"
"2228","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","5/04/14","11:09"
"2231","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","5/04/14","17:44"
"2232","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","6/04/14","6:35"
"2234","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","6/04/14","14:49"
"2237","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","7/04/14","16:37"
"2238","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","7/04/14","17:18"
"2239","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","8/04/14","6:12"
"2242","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","9/04/14","6:36"
"2247","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","9/04/14","17:15"
"2248","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","10/04/14","6:32"
"2250","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","10/04/14","17:13"
"2252","RDSA2014","RDSAex12",-2.44707,-64.61614,"acouchi","11/04/14","6:13"
"2273","RDSA2014","RDSAex14",-2.45762,-64.5695,"acouchi","15/02/14","6:37"
"2276","RDSA2014","RDSAex14",-2.45762,-64.5695,"acouchi","21/02/14","6:21"
"2303","RDSA2014","RDSAex2",-2.44058,-64.65104,"acouchi","31/01/14","7:16"
"2319","RDSA2014","RDSAex4",-2.44193,-64.68665,"acouchi","14/01/14","9:19"
"2321","RDSA2014","RDSAex4",-2.44193,-64.68665,"acouchi","21/01/14","8:27"
"2326","RDSA2014","RDSAex4",-2.44193,-64.68665,"acouchi","3/02/14","18:18"
"2328","RDSA2014","RDSAex5",-2.53518,-64.62457,"acouchi","15/01/14","6:57"
"2329","RDSA2014","RDSAex5",-2.53518,-64.62457,"acouchi","17/01/14","16:52"
"2330","RDSA2014","RDSAex5",-2.53518,-64.62457,"acouchi","18/01/14","6:29"
"2335","RDSA2014","RDSAex5",-2.53518,-64.62457,"acouchi","3/02/14","7:16"
"2336","RDSA2014","RDSAex5",-2.53518,-64.62457,"acouchi","5/02/14","18:34"
"2338","RDSA2014","RDSAex6",-2.50436,-64.62861,"acouchi","15/01/14","17:29"
"2340","RDSA2014","RDSAex6",-2.50436,-64.62861,"acouchi","19/01/14","6:23"
"2344","RDSA2014","RDSAex6",-2.50436,-64.62861,"acouchi","21/01/14","17:51"
"2350","RDSA2014","RDSAex6",-2.50436,-64.62861,"acouchi","2/02/14","6:38"
"2354","RDSA2014","RDSAex7",-2.51202,-64.64535,"acouchi","15/01/14","6:24"
"2356","RDSA2014","RDSAex7",-2.51202,-64.64535,"acouchi","17/01/14","6:16"
"2363","RDSA2014","RDSAex8",-2.5061,-64.57435,"acouchi","9/02/14","7:08"
"2372","RDSA2014","RDSAex8",-2.5061,-64.57435,"acouchi","21/02/14","6:25"
"2375","RDSA2014","RDSAex8",-2.5061,-64.57435,"acouchi","1/03/14","11:21"
"2410","RDSA2014","RDSAex9",-2.45737,-64.59876,"acouchi","8/04/14","7:58"
"30","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","19/12/13","10:49"
"33","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","21/12/13","7:18"
"40","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","26/12/13","11:57"
"43","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","1/01/14","16:09"
"45","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","4/01/14","18:30"
"54","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","10/01/14","6:51"
"79","RDSA2014","RDSA2",-2.51364,-64.6325,"collared-pecary","23/01/14","6:14"
"136","RDSA2014","RDSA4",-2.52199,-64.64866,"collared-pecary","12/01/14","8:23"
"318","RDSA2014","RDSA9",-2.49141,-64.6289,"collared-pecary","16/12/13","11:12"
"319","RDSA2014","RDSA9",-2.49141,-64.6289,"collared-pecary","16/12/13","12:20"
"373","RDSA2014","RDSA10",-2.52592,-64.6218,"collared-pecary","27/12/13","16:05"
"411","RDSA2014","RDSA11",-2.49269,-64.66358,"collared-pecary","23/12/13","11:15"
"425","RDSA2014","RDSA11",-2.49269,-64.66358,"collared-pecary","5/01/14","14:06"
"497","RDSA2014","RDSA12",-2.49039,-64.61526,"collared-pecary","28/12/13","15:39"
"501","RDSA2014","RDSA12",-2.49039,-64.61526,"collared-pecary","4/01/14","9:15"
"502","RDSA2014","RDSA12",-2.49039,-64.61526,"collared-pecary","4/01/14","9:50"
"506","RDSA2014","RDSA12",-2.49039,-64.61526,"collared-pecary","6/01/14","10:42"
"538","RDSA2014","RDSA13",-2.46056,-64.68134,"collared-pecary","11/01/14","12:23"
"546","RDSA2014","RDSA13",-2.46056,-64.68134,"collared-pecary","14/01/14","9:42"
"597","RDSA2014","RDSA14",-2.44516,-64.63439,"collared-pecary","19/01/14","8:51"
"617","RDSA2014","RDSA15",-2.50099,-64.64214,"collared-pecary","25/12/13","8:29"
"630","RDSA2014","RDSA15",-2.50099,-64.64214,"collared-pecary","10/01/14","12:37"
"750","RDSA2014","RDSA17",-2.44942,-64.64846,"collared-pecary","14/01/14","19:14"
"785","RDSA2014","RDSA18",-2.45619,-64.66284,"collared-pecary","21/12/13","7:34"
"847","RDSA2014","RDSA20",-2.50333,-64.60247,"collared-pecary","6/02/14","17:20"
"851","RDSA2014","RDSA20",-2.50333,-64.60247,"collared-pecary","10/02/14","8:57"
"888","RDSA2014","RDSA21",-2.46088,-64.62653,"collared-pecary","22/12/13","15:23"
"897","RDSA2014","RDSA21",-2.46088,-64.62653,"collared-pecary","9/01/14","9:22"
"898","RDSA2014","RDSA21",-2.46088,-64.62653,"collared-pecary","12/01/14","6:43"
"905","RDSA2014","RDSA21",-2.46088,-64.62653,"collared-pecary","26/01/14","12:38"
"1003","RDSA2014","RDSA23",-2.47167,-64.65794,"collared-pecary","9/01/14","8:29"
"1100","RDSA2014","RDSA25",-2.46281,-64.64505,"collared-pecary","25/01/14","11:40"
"1210","RDSA2014","RDSA29",-2.48527,-64.6058,"collared-pecary","15/02/14","7:59"
"1231","RDSA2014","RDSA29",-2.48527,-64.6058,"collared-pecary","18/03/14","8:13"
"1250","RDSA2014","RDSA30",-2.45346,-64.61049,"collared-pecary","10/02/14","16:42"
"1430","RDSA2014","RDSA34",-2.42136,-64.61189,"collared-pecary","8/03/14","8:52"
"1431","RDSA2014","RDSA34",-2.42136,-64.61189,"collared-pecary","8/03/14","18:57"
"1432","RDSA2014","RDSA34",-2.42136,-64.61189,"collared-pecary","9/03/14","9:13"
"1467","RDSA2014","RDSA35",-2.48155,-64.55707,"collared-pecary","18/02/14","13:26"
"1518","RDSA2014","RDSA36",-2.46154,-64.59065,"collared-pecary","15/02/14","10:39"
"1558","RDSA2014","RDSA37",-2.44563,-64.59384,"collared-pecary","17/02/14","15:13"
"1603","RDSA2014","RDSA38",-2.5155,-64.56691,"collared-pecary","15/02/14","10:58"
"1660","RDSA2014","RDSA39",-2.4871,-64.56777,"collared-pecary","17/02/14","11:51"
"1683","RDSA2014","RDSA40",-2.4825,-64.57002,"collared-pecary","12/02/14","13:05"
"1709","RDSA2014","RDSA41",-2.4203,-64.58886,"collared-pecary","15/02/14","18:29"
"1756","RDSA2014","RDSA43",-2.42909,-64.59872,"collared-pecary","8/02/14","17:29"
"1777","RDSA2014","RDSA43",-2.42909,-64.59872,"collared-pecary","16/03/14","11:26"
"1780","RDSA2014","RDSA44",-2.451,-64.57777,"collared-pecary","9/02/14","6:18"
"1794","RDSA2014","RDSA45",-2.46391,-64.55849,"collared-pecary","11/02/14","6:01"
"1831","RDSA2014","RDSA45",-2.46391,-64.55849,"collared-pecary","8/03/14","8:32"
"1885","RDSA2014","RDSA48",-2.50104,-64.58652,"collared-pecary","13/02/14","10:36"
"1895","RDSA2014","RDSA48",-2.50104,-64.58652,"collared-pecary","17/02/14","9:33"
"1927","RDSA2014","RDSA49",-2.42595,-64.62764,"collared-pecary","15/03/14","15:06"
"1972","RDSA2014","RDSAex1",-2.46682,-64.63371,"collared-pecary","15/01/14","6:39"
"2360","RDSA2014","RDSAex7",-2.51202,-64.64535,"collared-pecary","27/01/14","9:57"
"2367","RDSA2014","RDSAex8",-2.5061,-64.57435,"collared-pecary","15/02/14","7:50"
"2388","RDSA2014","RDSAex9",-2.45737,-64.59876,"collared-pecary","17/02/14","5:54"
"2392","RDSA2014","RDSAex9",-2.45737,-64.59876,"collared-pecary","22/02/14","9:14"
"2395","RDSA2014","RDSAex9",-2.45737,-64.59876,"collared-pecary","2/03/14","14:59"
"2399","RDSA2014","RDSAex9",-2.45737,-64.59876,"collared-pecary","12/03/14","15:58"
"2402","RDSA2014","RDSAex9",-2.45737,-64.59876,"collared-pecary","19/03/14","16:13"
"121","RDSA2014","RDSA3",-2.47573,-64.6355,"giant-armadillo","30/01/14","1:23"
"144","RDSA2014","RDSA4",-2.52199,-64.64866,"giant-armadillo","24/01/14","0:21"
"156","RDSA2014","RDSA5",-2.52016,-64.60734,"giant-armadillo","26/12/13","0:07"
"328","RDSA2014","RDSA9",-2.49141,-64.6289,"giant-armadillo","26/12/13","1:55"
"562","RDSA2014","RDSA13",-2.46056,-64.68134,"giant-armadillo","30/01/14","2:49"
"906","RDSA2014","RDSA21",-2.46088,-64.62653,"giant-armadillo","31/01/14","1:03"
"924","RDSA2014","RDSA22",-2.50923,-64.65899,"giant-armadillo","24/12/13","0:39"
"1065","RDSA2014","RDSA25",-2.46281,-64.64505,"giant-armadillo","30/12/13","2:15"
"1082","RDSA2014","RDSA25",-2.46281,-64.64505,"giant-armadillo","11/01/14","1:11"
"1137","RDSA2014","RDSA26",-2.43277,-64.64622,"giant-armadillo","2/02/14","5:01"
"1271","RDSA2014","RDSA30",-2.45346,-64.61049,"giant-armadillo","27/02/14","22:20"
"1343","RDSA2014","RDSA31",-2.46825,-64.60694,"giant-armadillo","6/03/14","1:27"
"1675","RDSA2014","RDSA39",-2.4871,-64.56777,"giant-armadillo","12/03/14","3:44"
"1805","RDSA2014","RDSA45",-2.46391,-64.55849,"giant-armadillo","22/02/14","0:14"
"1841","RDSA2014","RDSA45",-2.46391,-64.55849,"giant-armadillo","24/03/14","2:47"
"1872","RDSA2014","RDSA47",-2.46702,-64.57419,"giant-armadillo","19/03/14","3:42"
