Srvy_Nm,Species,Common,Site,Trail,Camr_Nm,Paired,Latitud,Longitd,X,Y,UTM zone,Cmr_S_D,Cmr_E_D,Date,Time
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,1/10/11,6:43
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB041A,No,5.79247897,101.4876399,775493,640869,,1/2/11,3/29/11,2/15/11,8:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,1/21/11,22:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/27/11,23:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/27/11,5:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/27/11,2:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/25/11,21:35
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/22/11,3:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/22/11,1:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/15/11,0:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/13/11,6:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/9/11,21:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/9/11,6:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/2/11,23:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,1/20/11,21:38
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,1/12/11,4:01
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Stream bed,PB043B,No,5.79105178,101.5298007,780166,640731,,12/25/10,3/21/11,2/6/11,21:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB047A,No,5.79327701,101.5928502,787152,641009,,10/3/10,10/27/10,10/12/10,21:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB052A,No,5.76729915,101.4656411,773068,638072,,1/2/11,3/27/11,1/20/11,21:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB052D,No,5.75864198,101.4760143,774221,637119,,10/5/10,12/31/10,10/20/10,7:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB053D,No,5.76072958,101.4918439,775975,637358,,10/4/10,12/31/10,11/19/10,1:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054A,No,5.77178145,101.5019622,777091,638586,,9/30/10,12/30/10,11/5/10,19:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054A,No,5.77178145,101.5019622,777091,638586,,9/30/10,12/30/10,11/13/10,22:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,1/9/11,3:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,1/12/11,3:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,2/6/11,20:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,2/26/11,2:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,3/8/11,19:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB054C,No,5.76675667,101.497394,776587,638027,,12/30/10,3/26/11,3/16/11,23:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB055A,No,5.76831696,101.5192497,779008,638211,,12/30/10,3/25/11,3/13/11,1:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB055A,No,5.76831696,101.5192497,779008,638211,,12/30/10,3/25/11,1/12/11,19:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB055C,No,5.75984923,101.5169345,778756,637273,,10/3/10,12/30/10,10/8/10,5:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB056B,No,5.76851653,101.5437676,781725,638245,,9/27/10,12/25/10,10/15/10,21:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB056D,No,5.7599618,101.5487622,782283,637301,,12/25/10,3/23/11,2/15/11,7:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB057A,No,5.76835325,101.5574178,783238,638234,,9/28/10,12/24/10,10/4/10,21:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB057D,No,5.76372326,101.5635304,783918,637724,,12/25/10,3/22/11,2/10/11,2:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB057D,No,5.76372326,101.5635304,783918,637724,,12/25/10,3/22/11,2/21/11,20:59
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB058C,No,5.76559502,101.573272,784996,637936,,10/1/10,12/27/10,10/14/10,19:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB059B,No,5.76849357,101.5983534,787775,638270,,9/30/10,12/27/10,10/15/10,7:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB059B,No,5.76849357,101.5983534,787775,638270,,9/30/10,12/27/10,11/21/10,5:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB059C,No,5.75825088,101.5906515,786926,637132,,12/27/10,3/25/11,2/19/11,1:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB059C,No,5.75825088,101.5906515,786926,637132,,12/27/10,3/25/11,1/13/11,22:43
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB064C,No,5.74718962,101.4679643,773335,635848,,1/2/11,3/27/11,2/8/11,8:01
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB065B,No,5.74929616,101.4927325,776079,636093,,10/5/10,10/27/10,10/21/10,3:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB065D,No,5.74591406,101.4914195,775935,635718,,1/2/11,3/27/11,3/4/11,21:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066A,No,5.75279468,101.5049839,777435,636486,,10/4/10,12/28/10,12/28/10,2:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066A,No,5.75279468,101.5049839,777435,636486,,10/4/10,12/28/10,12/7/10,0:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066A,No,5.75279468,101.5049839,777435,636486,,10/4/10,12/28/10,11/6/10,22:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066A,No,5.75279468,101.5049839,777435,636486,,10/4/10,12/28/10,11/3/10,1:35
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066A,No,5.75279468,101.5049839,777435,636486,,10/4/10,12/28/10,10/13/10,22:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB066B,No,5.75190612,101.5089666,777876,636390,,12/28/10,2/7/11,1/21/11,1:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB067A,No,5.75642388,101.515547,778604,636893,,12/28/10,3/24/11,1/18/11,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB067D,No,5.74402294,101.5271506,779896,635527,,10/2/10,12/28/10,11/19/10,23:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB067D,No,5.74402294,101.5271506,779896,635527,,10/2/10,12/28/10,11/7/10,1:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB067D,No,5.74402294,101.5271506,779896,635527,,10/2/10,12/28/10,12/3/10,0:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB068A,No,5.75510323,101.536483,780924,636757,,9/27/10,12/25/10,10/27/10,18:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB068A,No,5.75510323,101.536483,780924,636757,,9/27/10,12/25/10,11/25/10,22:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB070B,No,5.75334428,101.5849648,786298,636587,,10/1/10,12/27/10,12/16/10,19:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB071A,No,5.75482302,101.5929743,787185,636754,,12/27/10,3/25/11,12/27/10,23:38
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB071A,No,5.75482302,101.5929743,787185,636754,,12/27/10,3/25/11,1/16/11,6:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB071A,No,5.75482302,101.5929743,787185,636754,,12/27/10,3/25/11,2/18/11,23:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB071C,No,5.74872217,101.5948421,787395,636080,,10/1/10,12/26/10,12/22/10,20:09
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB071C,No,5.74872217,101.5948421,787395,636080,,10/1/10,12/26/10,11/7/10,3:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB071C,No,5.74872217,101.5948421,787395,636080,,10/1/10,12/26/10,12/12/10,23:09
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB071C,No,5.74872217,101.5948421,787395,636080,,10/1/10,12/26/10,12/12/10,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/26/10,2:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/26/10,20:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/27/10,2:59
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/28/10,2:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/30/10,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/1/10,3:01
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/2/10,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/15/10,0:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/15/10,6:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/17/10,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/20/10,20:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/18/10,23:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/21/10,20:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/21/10,23:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/22/10,3:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/22/10,19:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/22/10,21:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/10/10,4:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/17/10,3:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,10/20/10,23:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/23/10,22:35
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/3/10,22:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/4/10,3:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/4/10,21:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/11/10,22:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/5/10,3:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/10/10,0:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/23/10,2:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,10/18/10,22:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/23/10,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,10/25/10,20:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,10/27/10,21:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/7/10,0:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/10/10,2:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/10/10,5:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/20/10,3:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/23/10,6:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,11/21/10,21:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,10/18/10,4:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/26/10,0:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,1/9/11,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,1/2/11,2:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/24/10,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/26/10,2:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/25/10,22:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/25/10,21:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/25/10,3:59
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/25/10,1:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/24/10,22:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/23/10,0:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB075B,No,5.73074868,101.4562666,772046,634024,,10/15/10,1/12/11,12/26/10,6:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB077C,No,5.72605993,101.4796272,774637,633516,,1/12/11,4/15/11,2/8/11,7:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB078B,No,5.73562486,101.5082547,777805,634588,,1/15/11,4/15/11,2/5/11,4:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB079B,No,5.73681282,101.5258207,779752,634728,,1/15/11,4/17/11,2/15/11,20:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB079B,No,5.73681282,101.5258207,779752,634728,,1/15/11,4/17/11,2/25/11,22:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB080A,No,5.73473034,101.5382178,781127,634504,,1/18/11,4/13/11,3/20/11,1:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB080C,No,5.72792281,101.5385737,781169,633751,,10/16/10,1/18/11,11/9/10,20:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB081C,No,5.73067744,101.5521608,782674,634062,,10/17/10,1/18/11,11/12/10,2:52
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB081C,No,5.73067744,101.5521608,782674,634062,,10/17/10,1/18/11,12/11/10,23:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB081C,No,5.73067744,101.5521608,782674,634062,,10/17/10,1/18/11,10/17/10,19:32
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB083C,No,5.7281145,101.5952621,787452,633800,,10/20/10,11/19/10,11/3/10,5:31
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB090A,No,5.71688803,101.5038507,777326,632513,,10/20/10,1/15/11,1/9/11,21:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB090D,No,5.71245602,101.5124635,778283,632027,,1/15/11,4/15/11,4/12/11,22:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB093A,No,5.71762246,101.5516885,782628,632617,,1/18/11,4/1/11,3/7/11,4:37
